,id,name,domain_id,closed,city_name,zipcode,geohash,new_open,weighted_average_rating,number_of_chains,number_of_bookmarks,number_of_reviews,number_of_product_tags,total_number_of_views,number_of_checkins,number_of_menu_groups,number_of_menu_photos,category_name,price_range,avg_price,parking,credit_card_accepted,good_for_groups,good_for_kids,bookable,best_of_wongnai,wifi,number_of_seats,music_venue,hotel_restaurant,pet_friendly,delivery
14659,24467,บ้านต้นน้ำชะอวด,1,0,Nakhon Si Thammarat,80180,w1rj798,0,0.0,,2.0,0,0,2201,1,0,1,Bars,3.0,,3.0,1.0,1.0,,1.0,,,,,,,
14740,24588,Lobby Bar and Restaurant,1,0,Nakhon Si Thammarat,80110,w1qyknq,1,4.017241379,,12.0,4,4,7140,4,0,0,Bars,3.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,
14807,24697,กาแฟมวลชน,1,0,Nakhon Si Thammarat,80110,w1qy7r1,0,0.0,,,0,0,162,0,0,0,Café/Coffee Shop,1.0,,,,,,,,,,,,,
15066,25061,วัดจันทาราม,4,0,Nakhon Si Thammarat,80000,w1x049n,0,0.0,,,0,0,102,0,0,0,Temple,,,,,,,,,,,,,,
15226,25383,ร้านอาหารโกเตง,1,0,Nakhon Si Thammarat,80000,w1rpmnr,0,3.5471698110000003,,16.0,8,1,1994,3,0,5,Thai,2.0,,1.0,,,,,,,,,,,
15307,25500,ขาหมูมิตรภาพ,1,0,Nakhon Si Thammarat,80000,w1x04bc,0,3.0,,,1,0,1831,2,0,1,Chinese,1.0,,,,,,,,,,,,,
15642,26031,อีสานประตูลอด,1,0,Nakhon Si Thammarat,80000,w1rpfv5,0,3.817777778,,58.0,19,3,9864,13,0,2,North East,2.0,,3.0,0.0,,,,,,,,,,
16038,26597,Niche Makeup by Toey,2,0,Nakhon Si Thammarat,80000,w1rpftp,0,0.0,,,0,0,266,0,0,0,Make Up,,,,,,,,,,,,,,
16049,26614,ร้านกง,1,0,Nakhon Si Thammarat,80230,w1wbx02,0,4.25,,8.0,3,0,2092,0,0,3,Steak House/Barbeque,2.0,,3.0,0.0,1.0,1.0,1.0,,,,,,,
16222,26868,ร้านอาหารต้นข้าวซีฟู๊ด,1,0,Nakhon Si Thammarat,80000,w1x1616,0,3.861111111,,6.0,6,0,1906,2,0,0,Seafood,2.0,,,,,,,,,,,,,
16259,26921,ข้าวแกงป.เป็ด เมืองใหม่,1,0,Nakhon Si Thammarat,80210,w1xh2ku,0,3.53125,,6.0,3,0,1061,9,0,0,Quick Meal,1.0,,1.0,,,,,,,,,,,
16279,26947,มังกรทะเล หมูกระทะ,1,0,Nakhon Si Thammarat,,w1x14nt,0,4.0,,3.0,1,0,2336,2,0,0,Barbeque/Grill,2.0,,3.0,1.0,,,,,,4.0,,,,
16439,27159,เกาะขวัญหรรษา,1,0,Nakhon Si Thammarat,80240,w1qxvp4,0,0.0,,,0,0,256,0,0,0,Other,,,,,,,,,,,,1.0,,
16761,27625,โกดำ ชวนชิม,1,0,Nakhon Si Thammarat,80240,w1qxjr1,0,3.875,,2.0,2,0,1221,1,0,0,Quick Meal,2.0,,,0.0,1.0,1.0,0.0,,0.0,2.0,,,,
16837,27737,หมี่เกี๊ยวจันดี,1,0,Nakhon Si Thammarat,80110,w1qykqb,0,3.0,,4.0,1,0,873,1,0,1,Chinese,3.0,,,0.0,1.0,1.0,1.0,,,,,,,
16948,27890,ภิรมย์บาร์,1,0,Nakhon Si Thammarat,,w1rpfvj,0,0.0,,,0,0,170,0,0,0,Bars,2.0,,1.0,,,,,,,,,,,
16997,27963,ลาลาเชษฐ์,1,0,Nakhon Si Thammarat,,w1rpfxx,0,4.0,,3.0,1,2,734,0,0,0,Muslim,1.0,,1.0,,,,,,0.0,2.0,,,,
17042,28025,เย็นตาโฟเมืองตรัง,1,0,Nakhon Si Thammarat,,w1qykwv,0,5.0,,5.0,1,1,872,2,0,1,Noodles,1.0,,3.0,,,,,,2.0,3.0,,,,
17296,28382,ร้านลูกแม่พร้อย ซาลอน บาร์เบอร์ หัวรุ่ง ตำบลควนชุม อำเภอร่อนพิบูลย์ จ.นครศรีธรรมราช,2,0,Nakhon Si Thammarat,,w1rn3bw,1,5.0,,3.0,2,0,697,0,0,0,Nails,,,3.0,0.0,,,1.0,,,11.0,,,,
17533,28709,สวนครูไม้หวาน,1,0,Nakhon Si Thammarat,80130,w1rn2tk,0,0.0,,,0,0,123,0,0,0,Thai,,,,,,,,,,,,,,
17538,28720,Ginza Izakaya,1,0,Nakhon Si Thammarat,80000,w1rpgns,0,4.0,,4.0,1,0,952,0,0,0,Izakaya,3.0,,1.0,1.0,,,,,,,,,,
17548,28734,ครัวน้ำฝน,1,0,Nakhon Si Thammarat,80140,w1rr2db,0,0.0,,,0,0,195,0,0,0,Thai,,,,,,,,,,,,,,
17558,28750,บ้านทะเลขนอม,1,0,Nakhon Si Thammarat,80120,w1xh09j,0,0.0,,,0,0,294,0,0,0,Other,,,,,,,,,,,,1.0,,
17629,28853,ปิ่นมุก ซูซิ,1,0,Nakhon Si Thammarat,80110,w1qyk4s,0,0.0,,4.0,0,0,2088,0,0,0,Steak House/Barbeque,,,,,,,,,,,,,,
17719,28973,กวงเม็ง,1,0,Nakhon Si Thammarat,,w1x048n,0,4.0,,1.0,1,0,412,1,0,0,Bakery/Cake,1.0,,1.0,,,,,,,,,,,
17731,28987,ครัวบ้านเรา,1,0,Nakhon Si Thammarat,80210,w1xh2mb,0,4.291666667,,4.0,2,0,914,2,0,1,Noodles,1.0,,,,1.0,1.0,,,,,,,,
18071,29452,ปรีชาเลิศรส,1,0,Nakhon Si Thammarat,80120,w1x5324,0,3.0,,,1,0,417,0,0,0,Quick Meal,1.0,,,,,,,,,,,,,
18181,29588,ข้าวเหนียว-ไก่ทอด,1,0,Nakhon Si Thammarat,80000,w1x04bh,0,4.1428571430000005,,6.0,3,1,955,4,0,0,Street Food/Food Stands,1.0,,1.0,0.0,,,,,,,,,,
18208,29623,ครัวบังรสเด็ด,1,0,Nakhon Si Thammarat,80120,w1x51n2,0,3.0,,1.0,1,0,826,0,0,0,Thai,1.0,,1.0,0.0,1.0,1.0,0.0,,,,,,,
18249,29675,โก้พร ข้าวขาหมูเยาวราช,1,0,Nakhon Si Thammarat,,w1xh2kv,0,4.833333333,,1.0,1,0,193,1,0,0,Quick Meal,1.0,,1.0,,,,,,2.0,2.0,,,,
18350,29811,โรตีป้าหนอม,1,0,Nakhon Si Thammarat,80000,w1rpfu0,0,3.6620498610000003,,39.0,25,3,5305,30,0,13,Dessert,1.0,175.0,1.0,0.0,0.0,0.0,0.0,,1.0,3.0,,,,
18442,29935,ข้าวแกงป้าแป้น,1,0,Nakhon Si Thammarat,80000,w1rpfy0,0,4.0,,1.0,3,1,514,4,0,0,Quick Meal,1.0,,,,,,,,,,,,,
18634,30180,ดอลฟินบาร์,1,0,Nakhon Si Thammarat,80120,w1xh0eu,0,0.0,,,0,0,582,0,0,0,Bars,,,,,,,,,,,,,,
18658,30211,ส้มตำราชสีมา,1,0,Nakhon Si Thammarat,80110,w1rn827,0,0.0,,,0,0,377,0,0,0,North East,,,,,,,,,,,,,,
18667,30221,ครัวป้าเอี้ยน,1,0,Nakhon Si Thammarat,80160,w1x1c9j,0,0.0,,,0,0,139,0,0,0,Thai,,,,,,,,,,,,,,
18683,30244,"ร้านเตี๋ยวยำ""วังยวน""",1,0,Nakhon Si Thammarat,80110,w1qvv7e,0,3.243243243,,7.0,3,2,2093,1,0,0,Noodles,1.0,,1.0,0.0,,,,,,,,,,
18857,30450,ก๋วยเตี๋ยวในสวน,1,0,Nakhon Si Thammarat,,w1x04b0,0,3.0,,,1,0,243,1,0,0,Noodles,1.0,,1.0,0.0,,,,,,,,,,
19214,30843,Santa Fe' Steak,1,0,Nakhon Si Thammarat,80000,w1rpdvg,0,3.1940298510000003,90.0,,4,3,1190,3,0,0,Steak House/Barbeque,2.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,
19299,30942,ก๋วยเตี๋ยวเบตง,1,0,Nakhon Si Thammarat,80110,w1qykr0,0,2.0,,,1,2,215,1,0,0,Noodles,1.0,,0.0,,,,,,,,,,,
19431,31091,เครปบุฟเฟ่ต์ ไส้ทะลัก พับไม่ได้,1,0,Nakhon Si Thammarat,,w1rpfv4,1,4.0,,8.0,2,1,1134,3,0,2,Dessert,1.0,,,,,,,,,,,,,
19444,31104,รวมมิตรคาเฟ่,1,0,Nakhon Si Thammarat,80160,w1x11xx,0,4.2540983610000005,,11.0,7,1,3237,6,0,1,Steak House/Barbeque,1.0,,3.0,0.0,1.0,,1.0,,1.0,2.0,,,,
19559,31234,ติดเลซีฟู๊ด,1,0,Nakhon Si Thammarat,80000,w1x0kwh,0,4.075117371,,28.0,13,4,5787,9,0,3,Seafood,3.0,,3.0,0.0,1.0,1.0,,,,,,,,
19569,31246,เชือนชงชา,1,0,Nakhon Si Thammarat,80160,w1x11zb,0,3.166666667,,8.0,3,2,1330,7,0,1,Dessert,1.0,,1.0,0.0,1.0,1.0,0.0,,1.0,,,,,
19600,31282,glur house,1,0,Nakhon Si Thammarat,,w1rpfwy,0,3.6078431369999997,,18.0,10,0,1606,5,0,6,Café/Coffee Shop,1.0,,1.0,1.0,1.0,,,,1.0,,,,,
19743,31434,สวนอาหารเรือนไทย,1,0,Nakhon Si Thammarat,80110,w1qykjh,0,0.0,,,0,0,318,0,0,0,Thai,3.0,,,0.0,1.0,1.0,,,,,,,,
19920,31629,ครัวกลางน้ำ,1,0,Nakhon Si Thammarat,80130,w1rnjwe,0,0.0,,,0,0,398,0,0,0,Thai,,,,,,,,,,,,,,
19950,31662,Lyn Cafe By Pt station,1,0,Nakhon Si Thammarat,,w1qzs0h,0,0.0,,2.0,0,0,1259,2,0,2,Café/Coffee Shop,1.0,,3.0,1.0,,,,,1.0,,,,,
20110,31836,ผัดไท บังผาด,1,0,Nakhon Si Thammarat,,w1x13cj,1,3.0,,1.0,1,0,235,1,0,0,Street Food/Food Stands,1.0,,1.0,,,,,,,2.0,,,,
20132,31863,เจ๊ติ๋ม ทุ่งสง,1,0,Nakhon Si Thammarat,,w1qykqc,0,0.0,,,0,0,158,0,0,0,Breakfast/Brunch,1.0,,0.0,,,,,,0.0,2.0,,,,
20220,31966,The Boy Cafe',1,0,Nakhon Si Thammarat,80000,w1rpep4,0,4.0,,5.0,2,0,1010,5,0,2,Cafe,1.0,,3.0,0.0,0.0,0.0,1.0,,1.0,2.0,0.0,0.0,1.0,1.0
20331,32091,พลอยซีฟู๊ด,1,0,Nakhon Si Thammarat,80120,w1x53b0,0,4.333333333,,3.0,4,4,1312,0,0,5,Seafood,2.0,,3.0,0.0,1.0,1.0,,,,4.0,,,,
20522,32312,The Pizza Company ,1,0,Nakhon Si Thammarat,80110,w1qykjt,1,3.0,,,0,0,445,1,0,0,Pizza,2.0,,,,,,,,,,,,,
20894,32733,Cafe Amazon,1,0,Nakhon Si Thammarat,80120,w1x50z5,0,3.411764706,576.0,2.0,2,13,668,0,0,0,Café/Coffee Shop,1.0,,,,,,,,,,,,,
20935,32776,บ้านวงศ์ดี อาหารตามสั่ง,1,0,Nakhon Si Thammarat,,w1qv6nk,1,0.0,,,0,0,412,0,0,0,Quick Meal,1.0,,1.0,,,,,,,,,,,
21152,33013,@24 Boutique,1,0,Nakhon Si Thammarat,80000,w1rpfzg,0,3.1805555560000003,,2.0,6,0,1123,2,0,0,Breakfast/Brunch,2.0,,3.0,,,,,,,,,1.0,,
21298,33205,โรงแรมขนอมโกลเด้นบีช,1,0,Nakhon Si Thammarat,80120,w1xh0xt,0,3.666666667,,4.0,3,0,1017,1,0,0,Fastfood,2.0,,,,,,,,,,,1.0,,
21325,33234,เขตห้ามล่าสัตว์ป่าบ่อล้อ,4,0,Nakhon Si Thammarat,80180,w1rjunp,0,0.0,,,0,0,186,0,0,0,Wildlife Sanctuary,,,,,,,,,,,,,,
21505,33481,ก๋วยเตี๋ยวชามโต,1,0,Nakhon Si Thammarat,,w1rpbm8,0,4.0,,1.0,1,0,161,1,0,0,Noodles,1.0,,1.0,,,,,,,,,,,
21566,33548,โกฉิ้ง กาแฟโบราณ 60 ปี,1,0,Nakhon Si Thammarat,,w1qz42s,0,4.5,,3.0,2,0,411,0,0,0,Breakfast/Brunch,1.0,,,0.0,,,,,1.0,,,,,
21585,33570,Cool Crepe,1,0,Nakhon Si Thammarat,80000,w1x048w,0,4.0,,4.0,3,1,558,3,0,1,Dessert,1.0,,3.0,0.0,,,,,0.0,0.0,,,,
21631,33622,ขนมจีนริมน้ำ,1,0,Nakhon Si Thammarat,,w1rpmj8,0,3.019230769,,,2,0,629,3,0,0,Southern Food,1.0,,2.0,0.0,,,,,,,,,,
21678,33679,ToB1 Hair Station,2,0,Nakhon Si Thammarat,80000,w1rpdvg,0,0.0,40.0,,0,0,266,0,0,1,Hair Salon,,,,,,,,,,,,,,
22007,34074,ปทุมมาศ,1,0,Nakhon Si Thammarat,80000,w1rpg0c,0,3.0123456789999996,,3.0,7,1,3036,6,0,0,Hotel Buffet,2.0,,3.0,1.0,1.0,1.0,1.0,,1.0,4.0,,1.0,,
22081,34172,น้ำตกคลองจัง,4,0,Nakhon Si Thammarat,80220,w1qz53x,0,3.0,,,0,0,52,0,0,0,Water Fall,,,,,,,,,,,,,,
22129,34237,ปังปิ้งเตาถ่าน,1,0,Nakhon Si Thammarat,80000,w1rpfv5,0,3.0,,2.0,1,0,1462,1,0,1,Bakery/Cake,1.0,,1.0,0.0,,,,,,,,,,
22215,34342,KFC,1,0,Nakhon Si Thammarat,80000,w1rpg0b,0,3.523809524,629.0,1.0,2,5,1778,0,0,0,Fastfood,1.0,,3.0,,,,,,,,,,,1.0
22648,34861,HOKKAIDO,1,0,Nakhon Si Thammarat,,w1rpdve,0,4.0,,,0,0,260,1,0,0,Ice Cream,1.0,,,,,,,,,,,,,
22692,34927,ครัวบ้านใหม่,1,0,Nakhon Si Thammarat,80110,w1rn2nt,0,0.0,,,0,0,167,0,0,0,Thai,,,,,,,,,,,,,,
22772,35017,กิน กับ มือ,1,0,Nakhon Si Thammarat,80000,w1rpfvn,0,3.8,,1.0,4,0,1502,2,0,0,North East,1.0,,1.0,0.0,,,,,,,,,,
22804,35055,Coffee Corner,1,0,Nakhon Si Thammarat,80000,w1rp5qh,0,0.0,12.0,,0,1,206,0,0,0,Juice/Coffee/Tea/Soft drinks,,,,,,,,,,,,,,
22892,35167,กล้วยทับแม่ฝาด น้ำกะทิยกชด เสาธง,1,0,Nakhon Si Thammarat,80130,w1rp17y,0,3.8167938930000003,,2.0,6,0,3608,1,0,3,Street Food/Food Stands,1.0,,3.0,,,,,,,,,,,
22897,35174,ระเบียงกาแฟ,1,0,Nakhon Si Thammarat,80110,w1qz0pd,0,0.0,,,0,0,299,0,0,0,Juice/Coffee/Tea/Soft drinks,,,,,,,,,,,,,,
22927,35205,เจ๊เปิ้ล ซอยพัฒนา  3,1,0,Nakhon Si Thammarat,,w1rpdyu,0,4.184210526,,6.0,7,3,1779,3,0,3,Noodles,1.0,,1.0,0.0,1.0,0.0,0.0,,,2.0,,,,
23068,35371,ขนมจีนป้ากำไร,1,0,Nakhon Si Thammarat,,w1qykx8,0,5.0,,,1,0,147,0,0,0,Quick Meal,1.0,,,,,,,,,,,,,
23216,35533,คาราโอเกะลอยฟ้า 2,1,0,Nakhon Si Thammarat,80110,w1rn2j7,0,0.0,,,0,0,238,0,0,0,Karaoke,,,,,,,,,,,,,,
23578,36002,CLEAN STUDIO CAFE’,1,0,Nakhon Si Thammarat,,w1x04cd,0,3.0,,,1,0,269,1,0,2,Cafe,1.0,,1.0,,,,,,,,,,,
23599,36026,APA Cafe,1,0,Nakhon Si Thammarat,,w1rr828,0,5.0,,2.0,1,0,602,0,0,0,Thai,1.0,,,,,,,,1.0,,,,,
23627,36057,บ้านร่มลมเย็น,1,0,Nakhon Si Thammarat,,w1wbc9x,0,4.0,,,1,0,706,1,0,1,International,1.0,,3.0,1.0,1.0,1.0,1.0,,,2.0,,,,
23632,36064,Bar B Q Plaza,1,0,Nakhon Si Thammarat,80000,w1rpfzc,0,4.326086957,102.0,3.0,2,9,1732,1,0,0,Barbeque/Grill,3.0,,3.0,1.0,1.0,1.0,,,,,,,,
23746,36206,ร้อยเอ็ด อาหารอีสานและทะเล,1,0,Nakhon Si Thammarat,80000,w1x04eh,0,0.0,,1.0,0,0,443,0,0,0,Thai,2.0,,0.0,,,,,,,,,,,
23841,36321,ครัวขุนศรี,1,0,Nakhon Si Thammarat,80120,w1x51pz,0,4.592592593,,3.0,3,1,1824,3,0,0,Thai,2.0,,1.0,,1.0,1.0,,,,,,,,
23954,36450,เตี๋ยว...ซี๊ด,1,0,Nakhon Si Thammarat,,w1x13ct,0,5.0,,2.0,1,0,841,1,0,0,Noodles,1.0,,3.0,0.0,,,,,0.0,2.0,,,,
24027,36530,ลุงเชย กาแฟสด,1,0,Nakhon Si Thammarat,80160,w1x19xv,0,0.0,,,0,0,226,0,0,0,Café/Coffee Shop,1.0,,3.0,,,,,,,,,,,
24109,36632,ซากุระคาราโอเกะ,1,0,Nakhon Si Thammarat,80110,w1qy7yp,0,0.0,,,0,0,962,0,0,0,Karaoke,,,,,,,,,,,,,,
24235,36783,Jasmine,1,0,Nakhon Si Thammarat,,w1rpg11,0,4.0,,,1,0,770,2,0,0,Café/Coffee Shop,1.0,,3.0,,1.0,1.0,,,1.0,,,,,
24682,37317,KFC,1,0,Nakhon Si Thammarat,80000,w1x048w,0,3.619047619,629.0,2.0,8,5,2524,3,0,1,Fastfood,1.0,,3.0,0.0,1.0,1.0,0.0,,,,,,,1.0
24706,37346,ครัวต้นหยี ซีฟู๊ด,1,0,Nakhon Si Thammarat,80210,w1x5bvh,0,3.894117647,,59.0,30,6,15751,15,0,5,Seafood,3.0,,3.0,0.0,,,,,,,,,,
24708,37348,ข้าวต้มปลาโกนวย,1,0,Nakhon Si Thammarat,,w1qykqv,0,5.0,,,0,0,100,1,0,0,Quick Meal,1.0,,,,,,,,,,,,,
24905,37574,วีณา ชาสด,1,0,Nakhon Si Thammarat,,w1x11zw,0,3.0,,,1,1,245,0,0,0,Street Food/Food Stands,1.0,,1.0,,,,,,,,,,,
24941,37614,โกฮั้วภัตตาคาร,1,0,Nakhon Si Thammarat,,w1rpfxm,0,4.0,,1.0,1,0,190,1,0,0,Chinese,1.0,,1.0,,,,,,1.0,,,,,
25245,37984,เจ้ากันต์,1,0,Nakhon Si Thammarat,80140,w1rpxbn,0,0.0,,,0,0,218,0,0,0,Other,,,,,,,,,,,,,,
25246,37985,ร้านอาหารร้อยเอ็ดอีสานบ้านเฮา,1,0,Nakhon Si Thammarat,80000,w1rpfv8,0,0.0,,1.0,0,0,696,1,0,0,North East,,,,,,,,,,,,,,
25451,38229,กล้วยปิ้ง นายโม,1,0,Nakhon Si Thammarat,,w1rpfvh,0,3.0,,,1,0,157,0,0,0,Dessert,1.0,,1.0,0.0,,,,,1.0,2.0,,,,
25635,38875,อ้วนบะกุ๊ดเต๋,1,0,Nakhon Si Thammarat,80000,w1rpfyh,0,4.0,,2.0,1,0,545,1,0,0,Chinese,1.0,,3.0,,,,,,,,,,,
25659,38960,วอลแตร์ วัดเจดีย์ไอ้ไข่,1,0,Nakhon Si Thammarat,,w1x48nd,1,2.0,,,1,0,426,0,0,0,Café/Coffee Shop,1.0,,,,,,,,,,,,,
25682,39060,กาแฟลาว By เยี่ยมโอชา,1,0,Nakhon Si Thammarat,,w1rj73y,0,3.0,,4.0,1,0,723,2,0,0,Café/Coffee Shop,1.0,,,,,,,,,,,,,
25697,39129,ครัวหัวแท็ก,1,0,Nakhon Si Thammarat,80220,w1qxw2k,0,0.0,,2.0,0,0,254,0,0,0,Thai,,,,,,,,,,,,,,
25710,39149,โกเปี๊ยกหมูสะเต๊ะ,1,0,Nakhon Si Thammarat,80000,w1rpfgf,0,0.0,,,0,0,79,0,0,0,Thai,,,,,,,,,,,,,,
25752,39235,Hill House,1,0,Nakhon Si Thammarat,,w1wbn0e,0,4.0,,13.0,1,0,3079,2,0,2,Thai,1.0,,1.0,0.0,,,,,,2.0,,,,
25759,39245,ครัวคลองคูระ,1,0,Nakhon Si Thammarat,80210,w1xh0r9,0,5.0,,5.0,1,0,1176,0,0,0,Thai,2.0,,,,,,,,,,,,,
25779,39280,ครัวชานเมือง,1,0,Nakhon Si Thammarat,80000,w1x04g3,0,0.0,,,0,0,109,0,0,0,Thai,,,,,,,,,,,,,,
25871,39604,ชา Little Duck,1,0,Nakhon Si Thammarat,80000,w1rpfzg,0,0.0,,,0,1,639,0,0,0,Juice/Coffee/Tea/Soft drinks,1.0,,3.0,0.0,,,,,1.0,1.0,,,,
25907,39721,คุริซุ คัฟทรี,1,0,Nakhon Si Thammarat,80110,w1qyky9,0,0.0,,1.0,0,0,259,0,0,0,Juice/Coffee/Tea/Soft drinks,,,,,,,,,,,,,,
25971,40006,ร้านอาหารมะขามทอง,1,0,Nakhon Si Thammarat,80230,w1qztc2,0,0.0,,,0,0,230,0,0,0,Thai,,,,,,,,,,,,,,
26000,40139,ร้านอาหารอีสาน,1,0,Nakhon Si Thammarat,80140,w1rprzm,0,0.0,,,0,0,232,0,0,0,North East,,,,,,,,,,,,,,
26003,40147,บ้านสวนช่องเขา,1,0,Nakhon Si Thammarat,80110,w1qyq98,0,3.4444444439999997,,8.0,4,2,2959,2,0,7,Thai,1.0,,3.0,,,,,,,,,,,
26040,40284,ปิ้งย่างหม่าล่า สูตรยูนาน (มานี มีแก้ว),1,0,Nakhon Si Thammarat,,w1rpfvg,0,3.976190476,,3.0,2,0,459,2,0,2,Street Food/Food Stands,1.0,,3.0,0.0,,,,,,,,,,
26071,40378,เรือนธาราทิพย์,1,0,Nakhon Si Thammarat,80280,w1rpbhv,0,3.24691358,,2.0,3,0,1448,3,0,0,Southern Food,1.0,,3.0,,,,,,,4.0,,,,
26258,41099,ผัดไทย หอยทอด,1,0,Nakhon Si Thammarat,,w1x048m,0,3.0,,,1,0,122,1,0,0,Quick Meal,1.0,,1.0,0.0,,,,,,,,,,
26353,41447,ครัวต้นข้าว,1,0,Nakhon Si Thammarat,80110,w1qykhg,0,0.0,,,0,0,94,0,0,0,Thai,,,,,,,,,,,,,,
26390,41586,พาชิมอิ่มริมน้ำ,1,0,Nakhon Si Thammarat,80000,w1x0h4y,0,0.0,,,0,0,204,0,0,0,Waterside,,,,,,,,,,,,,,
26546,42116,Gu25coffee,1,0,Nakhon Si Thammarat,80270,w1wbdwt,0,0.0,,7.0,0,0,691,2,0,1,Café/Coffee Shop,1.0,,3.0,0.0,1.0,1.0,1.0,,1.0,,,,,
26572,42204,Slow Life Cafe' Promkiri Nakhonsrithammarat,1,0,Nakhon Si Thammarat,,w1wbrwe,0,3.0,,6.0,1,1,1694,2,0,0,Pizza,1.0,,1.0,0.0,1.0,1.0,1.0,,,,,,,
26789,43048,Amazon Cafe ปตท.ลาภทักษิณ,1,0,Nakhon Si Thammarat,,w1qy7tw,0,4.0,,2.0,1,1,350,1,0,0,Café/Coffee Shop,1.0,,3.0,,,,,,,,,,,
26806,43115,พี่นาคาราโอเกะ,1,0,Nakhon Si Thammarat,80000,w1x09bk,0,0.0,,,0,0,260,0,0,0,Karaoke,,,,,,,,,,,,,,
26848,43267,โกไก่ไอศครีมกะทิสด,1,0,Nakhon Si Thammarat,,w1x085c,0,0.0,,1.0,0,0,277,1,0,0,Ice Cream,4.0,,3.0,0.0,1.0,1.0,0.0,,1.0,2.0,,,,
26876,43381,คาวบอยผับ,1,0,Nakhon Si Thammarat,80110,w1qyknq,0,0.0,,,0,0,1485,0,0,0,Pubs/Dance Clubs/Disco Tecs,,,,,,,,,,,,,,
27060,44059,ณ วันวาน,1,0,Nakhon Si Thammarat,80160,w1x133x,0,3.0,,3.0,2,0,922,3,0,2,Cafe,2.0,,3.0,0.0,,,,,,,,,,
27122,44299,เล้งแซ่บ เตี๋ยวตำลึงทุ่งสง,1,0,Nakhon Si Thammarat,80110,w1qykq9,1,0.0,,1.0,0,0,231,0,0,0,Noodles,1.0,,,,,,,,,,,,,
27123,44300,ร้านอาหารอีสานคลาสสิค,1,0,Nakhon Si Thammarat,80240,w1qxjnu,0,0.0,,,0,0,300,0,0,0,North East,,,,,,,,,,,,,,
27162,44449,23 cafe',1,0,Nakhon Si Thammarat,80240,w1qxkur,0,0.0,,,0,0,991,0,0,1,Café/Coffee Shop,1.0,,,1.0,1.0,1.0,0.0,,1.0,2.0,,,,
27220,44628,น้ำชาบังบ่าว,1,0,Nakhon Si Thammarat,80000,w1rpg4b,0,4.0,,1.0,1,2,356,0,0,0,Muslim,1.0,,1.0,,,,,,0.0,2.0,,,,
27223,44633,ก.ไก่ เตี๋ยวไก่,1,0,Nakhon Si Thammarat,,w1x161b,0,4.0,,5.0,3,1,983,2,0,1,Noodles,1.0,,0.0,,,,,,,,,,,
27561,45931,ร้านพี่ตา,1,0,Nakhon Si Thammarat,80110,w1qy5bj,0,3.0,,3.0,1,0,343,0,0,0,Thai,,,,,,,,,,,,,,
27569,45957,ไก่ทอดพี่เพ็ญ,1,0,Nakhon Si Thammarat,80000,w1x04b9,0,3.7183098589999997,,3.0,3,1,1114,2,0,0,Street Food/Food Stands,1.0,,0.0,0.0,,,,,0.0,,,,,
27865,47246,ครัวตังเม ขนมจีนเส้นสด,1,0,Nakhon Si Thammarat,,w1rhcse,1,5.0,,,1,0,523,0,0,0,Quick Meal,1.0,,,,,,,,,,,,,
27874,47278,จูจุ๊บ คอฟฟี่,1,0,Nakhon Si Thammarat,,w1x14q6,0,0.0,,2.0,0,0,686,1,0,0,Steak House/Barbeque,2.0,,3.0,0.0,1.0,1.0,0.0,,1.0,,,,,
27889,47329,โคพาเหรด,1,0,Nakhon Si Thammarat,80000,w1x0490,0,0.0,,,0,0,285,0,0,1,Dessert,,,,,,,,,,,,,,
27932,47529,บ้านชลดาทุ่งสง,1,0,Nakhon Si Thammarat,80110,w1qykwf,0,0.0,,1.0,0,0,213,0,0,0,Thai,,,,,,,,,,,,,,
27936,47537,บ้านขนมจีน ประตูลอด,1,0,Nakhon Si Thammarat,,w1rpfv5,0,2.0,,,1,1,301,1,0,0,Thai,1.0,,1.0,,,,,,,2.0,,,,
27951,47597,บาร์น้ำชา,1,0,Nakhon Si Thammarat,,w1rj76h,0,0.0,,5.0,0,1,1248,0,0,0,Steak House/Barbeque,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,2.0,,,,
28105,48231,ร้านหาดทรายแก้ว,1,0,Nakhon Si Thammarat,80160,w1x16r2,0,3.0,,3.0,1,0,1832,1,0,0,Thai,3.0,,3.0,0.0,1.0,1.0,1.0,,,,,,,
28172,48603,โรตีป้าหนอม สาขา 4,1,0,Nakhon Si Thammarat,80000,w1rpfc7,0,3.682692308,,4.0,10,1,1774,5,0,0,Café/Coffee Shop,1.0,,1.0,0.0,1.0,,,,1.0,,,,,
28390,49675,กาแฟบังบ่าว ตลาดหัวอิฐ,1,0,Nakhon Si Thammarat,80000,w1rpfx0,0,3.0,,,1,0,548,0,0,0,Muslim,1.0,,1.0,0.0,1.0,1.0,0.0,,,,,,,
28470,49979,ขนมจีนสดเส้นม้วน แม่ษรทอนตะเกียง,1,0,Nakhon Si Thammarat,,w1x1crb,0,3.0,,4.0,1,0,562,0,0,3,Southern Food,1.0,,3.0,,,,,,1.0,2.0,,,,
28636,50793,ครัวแม่ลำดวน,1,0,Nakhon Si Thammarat,,w1rn2js,0,4.0,,3.0,2,3,2572,2,0,4,North East,1.0,,3.0,0.0,,,,,2.0,3.0,,,,
